Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
so says a fake profile idolizing a delusional lying cunt you are a complete failure you are shit just like your precious bitch you are delusional so yes you should get a life urgently,Poplar,sexism,2022-12-08 10:01:51+00:00,51.5110713,-0.0144629
indoors more likely can’t travel,Hackney,other,2022-12-08 09:57:07+00:00,51.5432402,-0.0493621
it’s a simple numbers game more erm none jews than jews…,Lewisham,religion,2022-12-08 09:56:56+00:00,51.4624292,-0.0101787
migrants taking your votes taking your awards…,Paddington,racism,2022-12-08 09:26:58+00:00,51.5185075,-0.1787546
ibis nhotwife nuk nengland london england,London,other,2022-12-08 09:15:15+00:00,36.4846239,-119.44405977174983
ibis nlondon nuk nhotel nengland london england,London,other,2022-12-08 09:12:08+00:00,36.4846239,-119.44405977174983
“it’s time to sign out and re authenticate”nnit’s time to suck your mum,Croydon,sexism,2022-12-08 09:07:49+00:00,51.3713049,-0.101957
absolute crackhead,Bromley,other,2022-12-08 08:53:20+00:00,51.36685695,0.061709076090816765
across london london united kingdom,City of London,other,2022-12-08 08:41:46+00:00,51.515053699999996,-0.09311889867661148
westlife nibis n london united kingdom,City of London,other,2022-12-08 08:40:11+00:00,51.515053699999996,-0.09311889867661148
no one should b proud to be related to the lying cheating wealth snatchers heamatophagous leeches,Islington,religion,2022-12-08 08:34:36+00:00,51.5384287,-0.0999051
they should be in prisons what a disgusting kick in the teeth to the uks homeless and everyone in the country who pays for this via their taxes,Enfield,racism,2022-12-08 08:09:44+00:00,51.6520851,-0.0810175
have fun u cunt,Wandsworth,sexism,2022-12-08 07:54:51+00:00,51.4570271,-0.1932607
fuck eminem and fuck this woman,Hackney,sexism,2022-12-08 07:35:02+00:00,51.5432402,-0.0493621
we need to wake the fuck up every aspect of our society is being infiltrated by these sick perverts as adults our primary job is to protect children this feels like an american problem but like a virus it will spread if we don’t kill it,Richmond,racism,2022-12-08 06:50:45+00:00,51.4405529,-0.3076394377337949
still dire little englander,Bexley,other,2022-12-08 06:25:16+00:00,51.4416793,0.150488
annie hallnchinatown ngodfather iinnight movesntaxi driver,Camden Town,other,2022-12-08 03:52:24+00:00,51.5423045,-0.1395604
astral weeksntapestrynaxis bold as lovendisraeli gears,Camden Town,other,2022-12-08 03:02:10+00:00,51.5423045,-0.1395604
traveller london united kingdom,City of London,other,2022-12-08 00:51:54+00:00,51.515053699999996,-0.09311889867661148
will punch a woman that hard,Bromley,sexism,2022-12-08 00:41:55+00:00,51.36685695,0.061709076090816765
haha wish you could taste for real fag,Poplar,sexual_orientation,2022-12-08 00:27:31+00:00,51.5110713,-0.0144629
birbalsingh talks sense peston,Wandsworth,other,2022-12-07 23:25:53+00:00,51.4570271,-0.1932607
tpm adults capoeira class nnevery tuesday pm nselby community centre nlondon e bx nnsupported by,London,other,2022-12-07 22:55:15+00:00,36.4846239,-119.44405977174983
you go girlfriend 🥊🥊 they only make your hands sweat 😓 ni trust your mouth is a lot more deadly go go get her boo,Greenwich,sexism,2022-12-07 22:45:31+00:00,51.46862565,0.04883057313755089
dumb person,Poplar,disability,2022-12-07 22:32:44+00:00,51.5110713,-0.0144629
so nigerian women are now lazy 😂😂,Greenwich,sexism,2022-12-07 22:04:52+00:00,51.46862565,0.04883057313755089
tone deaf,Greenwich,disability,2022-12-07 22:00:59+00:00,51.46862565,0.04883057313755089
hunt the cun,Paddington,racism,2022-12-07 21:58:15+00:00,51.5185075,-0.1787546
shithead,Hounslow,other,2022-12-07 21:21:49+00:00,51.4686132,-0.3613471
femi is a little shola…,Hammersmith,sexism,2022-12-07 21:17:28+00:00,51.4920377,-0.2236401
sod it darling chinese or indiannnput yourself first,Hammersmith,racism,2022-12-07 21:14:19+00:00,51.4920377,-0.2236401
it’s not the scum,Romford,racism,2022-12-07 21:08:57+00:00,51.5760462,0.1822646
asiair plus arrived today travel rig complete astrophotography,Barnet,other,2022-12-07 20:48:13+00:00,51.65309,-0.2002261
ny easy,Harrow,other,2022-12-07 20:41:28+00:00,51.596827149999996,-0.3373046180437286
visitlondon londonstreets london londonthecity london united kingdom,City of London,other,2022-12-07 20:37:00+00:00,51.515053699999996,-0.09311889867661148
christmastree covertgarden london covent garden,London,other,2022-12-07 20:33:43+00:00,36.4846239,-119.44405977174983
max richter bb ludovico einaudi set would hit different man,Camberwell,other,2022-12-07 20:23:10+00:00,51.4745706,-0.0925416
more boring racist gossip,Bromley,other,2022-12-07 20:13:27+00:00,51.36685695,0.061709076090816765
wherever it comes from it’s killing the planet that consideration makes all your littleenglander nonsense even more pathetic,Richmond,racism,2022-12-07 19:41:40+00:00,51.4405529,-0.3076394377337949
morocco sending spain home absolutely crazy 😝,Bromley,other,2022-12-07 19:41:36+00:00,51.36685695,0.061709076090816765
showtime abba abbavoyage london abbaarena uk em abba voyage arena,Lambeth,other,2022-12-07 19:36:48+00:00,51.4952111,-0.1163354
england,Camberwell,other,2022-12-07 19:35:02+00:00,51.4745706,-0.0925416
only the retardeds idiots really believes and follows you guys 👇,Barnet,other,2022-12-07 19:34:33+00:00,51.65309,-0.2002261
england,Hillingdon,other,2022-12-07 19:32:44+00:00,51.542519299999995,-0.44833493117949663
speaks like an idiot behaves like an idiot he even looks like an idiot he needs to be put in his place – just like other uneducated gullu butts running the country n,Hillingdon,religion,2022-12-07 19:03:32+00:00,51.542519299999995,-0.44833493117949663
an absolute basic bitch tried to steal my coat amp scarf at the wolseley…she took it off the coat rack amp was walking away with it when i boomed in my poshest amp very well projected voice” excuse me that’s my coat amp scarf you’re taking” totally crapped herself muttering excuses,London,sexism,2022-12-07 18:35:23+00:00,36.4846239,-119.44405977174983
perhaps ukip britain first national front,Barnet,other,2022-12-07 18:17:24+00:00,51.65309,-0.2002261
antigua nnorwaynthailand nhati noslonnorwaynyemen,Hillingdon,other,2022-12-07 18:06:38+00:00,51.542519299999995,-0.44833493117949663
remember all the match fixing by porkistani 🤡🤡🤡🤡,Brent,racism,2022-12-07 17:09:12+00:00,51.5639957,-0.27590641378489267
well that was the most mediocre celeb spotnnjust walked past that wank stain dan wotton,City of London,sexism,2022-12-07 16:53:40+00:00,51.515053699999996,-0.09311889867661148
commuting in london will do that to a man 😅,Greenwich,sexism,2022-12-07 16:45:34+00:00,51.46862565,0.04883057313755089
we are not worthy of women like this,Barnet,sexism,2022-12-07 16:27:34+00:00,51.65309,-0.2002261
advantage argentina,Brent,other,2022-12-07 16:08:26+00:00,51.5639957,-0.27590641378489267
stupid init,Romford,disability,2022-12-07 16:04:59+00:00,51.5760462,0.1822646
i hate americans in london,Lambeth,racism,2022-12-07 15:48:32+00:00,51.4952111,-0.1163354
fucking joke ting kmt,Camden Town,other,2022-12-07 15:36:41+00:00,51.5423045,-0.1395604
hancock leaving before he gets kicked out nnclassic weasel,Poplar,other,2022-12-07 14:53:39+00:00,51.5110713,-0.0144629
you are so deluded and jealous little woman 🤣🤣🤣🤣😏,Barnet,sexism,2022-12-07 14:51:50+00:00,51.65309,-0.2002261
i would work even if my wife was about to deliver a baby,Wandsworth,sexism,2022-12-07 14:45:10+00:00,51.4570271,-0.1932607
“pls i can’t fight i don’t want your crazy girlfriends to come beat me up”,Camden Town,sexism,2022-12-07 14:42:51+00:00,51.5423045,-0.1395604
donated bynbaseline creativenlearning is a treasurenthat will follow its ownerneverywherenchinese proverbn bysa,Camden Town,racism,2022-12-07 14:37:49+00:00,51.5423045,-0.1395604
you disgusting young lady xxxx,Hillingdon,sexism,2022-12-07 14:03:37+00:00,51.542519299999995,-0.44833493117949663
lockherup corrupt greedy and entitled woman covid baronessmone,Camden Town,sexism,2022-12-07 13:59:21+00:00,51.5423045,-0.1395604
yeah cos their arent enough torycentric thinktanks given air time are there,Bromley,other,2022-12-07 13:45:09+00:00,51.36685695,0.061709076090816765
girls the bs,Camden Town,sexism,2022-12-07 13:42:28+00:00,51.5423045,-0.1395604
hump day london unιted kingdom,Camberwell,other,2022-12-07 13:31:09+00:00,51.4745706,-0.0925416
entitled arseholes everywhere,Kensington,other,2022-12-07 13:04:00+00:00,51.4989948,-0.1991229
gbviewsuk they are economic illegal migrants if you feel badly for them tame them to scotland,Hounslow,racism,2022-12-07 12:57:28+00:00,51.4686132,-0.3613471
sunny day london londres uk reinounido ferias intatravel europe europa viagens turismo em london eye,Lambeth,other,2022-12-07 12:52:12+00:00,51.4952111,-0.1163354
they are economic illegal migrants,Hounslow,racism,2022-12-07 12:41:48+00:00,51.4686132,-0.3613471
gingerbread desa nordic countriesni tushunaman no gingerbread latte ham yomonmas,Camberwell,other,2022-12-07 12:31:44+00:00,51.4745706,-0.0925416
mikaelvasara nlondon nuk nengland nwestlife london united kingdom,City of London,other,2022-12-07 12:29:21+00:00,51.515053699999996,-0.09311889867661148
hello london london united kingdom,City of London,other,2022-12-07 12:27:46+00:00,51.515053699999996,-0.09311889867661148
i’d love to spank your ass and eat my hot pussy every time xxx,Hillingdon,sexism,2022-12-07 12:09:49+00:00,51.542519299999995,-0.44833493117949663
alternatively deport them to,London,racism,2022-12-07 11:34:09+00:00,36.4846239,-119.44405977174983
wow this joe guy really find himself funny thoght wong the chinese account exec for hyundai 🤡,Islington,racism,2022-12-07 10:44:04+00:00,51.5384287,-0.0999051
reform are gaining traction around the uk can see a huge shock unless the migrants are stopped housing sorted and wages energy go back to being enough to live onnanother winter like this one and the main parties are toast,Barnet,racism,2022-12-07 10:42:51+00:00,51.65309,-0.2002261
pearl harbour bombed years nago today,London,other,2022-12-07 10:37:55+00:00,36.4846239,-119.44405977174983
mr islamophobe says what now,Lewisham,religion,2022-12-07 10:20:45+00:00,51.4624292,-0.0101787
hungary vetoes eu ukraine aid deepening rift with brusselsnn,Paddington,other,2022-12-07 10:12:37+00:00,51.5185075,-0.1787546
hear hear as if god doh like soca,Lambeth,other,2022-12-07 10:10:00+00:00,51.4952111,-0.1163354
tintin london united kingdom,City of London,other,2022-12-07 10:00:35+00:00,51.515053699999996,-0.09311889867661148
croatia nbelguim nspain nnnot goal conceded 🔥,Hammersmith,other,2022-12-07 09:35:30+00:00,51.4920377,-0.2236401
replying to kev illegal immigrants havent got no rights demanding thiswhen theres homeless in every country who should come first🤬🇬🇧,Romford,racism,2022-12-07 09:12:55+00:00,51.5760462,0.1822646
hour emergency mobile tyre fitting specialists yellow tyres london essex kentnn london united kingdom,City of London,other,2022-12-07 09:06:10+00:00,51.515053699999996,-0.09311889867661148
mythical diversions complicated pronunciations bardic names drainage basins cracking episode today,Richmond,other,2022-12-07 09:04:12+00:00,51.4405529,-0.3076394377337949
safety critical tinsel cannon street,City of London,other,2022-12-07 08:14:43+00:00,51.515053699999996,-0.09311889867661148
exactly the same i do not follow any of these cunts but they are on my timeline despite requesting not to see them every time they appear 🤷🏻‍♂️,Ealing,sexism,2022-12-07 07:47:12+00:00,51.5126553,-0.3051952
the government is full of lying scumbags nicholas,Harrow,racism,2022-12-07 07:41:54+00:00,51.596827149999996,-0.3373046180437286
looks like protesting worksnnbbc news china rolls back strict covid rules after protestsn,Enfield,racism,2022-12-07 07:41:36+00:00,51.6520851,-0.0810175
cuckoo,Harrow,sexism,2022-12-07 07:38:49+00:00,51.596827149999996,-0.3373046180437286
she asked me if i brought any condoms so i flashed a pot noodle sauce sachet at hernn now bend over btch😆,Hackney,sexism,2022-12-07 07:14:21+00:00,51.5432402,-0.0493621
men will hold back tears for years but cum in seconds😆,Hackney,sexism,2022-12-07 07:12:19+00:00,51.5432402,-0.0493621
wework long acre dec photography shotoniphone wework lightroom,Wandsworth,other,2022-12-07 06:49:25+00:00,51.4570271,-0.1932607
affordable solid gold jewellery londonnn nbijouxdemode,Kensington,other,2022-12-07 06:39:57+00:00,51.4989948,-0.1991229
yes please send him to china,Camden Town,racism,2022-12-07 06:33:14+00:00,51.5423045,-0.1395604
“nxggas ain’t real no more nxggas ain’t real no more”,Camden Town,racism,2022-12-07 03:17:01+00:00,51.5423045,-0.1395604
let slip the dogs of hell,Kingston upon Thames,racism,2022-12-07 02:52:32+00:00,51.4096275,-0.3062621
london nmikaelvasara nuk ngreatbritain london england,London,other,2022-12-07 01:47:58+00:00,36.4846239,-119.44405977174983
🇬🇧 united kingdomnncapital londonnnregion europe amp central asianncreditn,London,other,2022-12-07 01:30:39+00:00,36.4846239,-119.44405977174983
yep had the whole milan squad on a flight back from hong kong in,Barnet,racism,2022-12-07 01:22:27+00:00,51.65309,-0.2002261
capoeira classes nnevery tuesday pm nselby community centre nlondon e bx nnwith head coach,London,other,2022-12-07 00:23:04+00:00,36.4846239,-119.44405977174983
clapham common southside,Lambeth,other,2022-12-07 00:21:11+00:00,51.4952111,-0.1163354
beforeandafter blockpaving driveaway high barnet,Barnet,other,2022-12-06 23:44:47+00:00,51.65309,-0.2002261
woman chewing so hard caught her tooth,London,sexism,2022-12-06 22:57:49+00:00,36.4846239,-119.44405977174983
happy st nicholas day mill hill northwest london,Barnet,other,2022-12-06 22:45:13+00:00,51.65309,-0.2002261
a girl really one bad tooth and poor table manners from becoming your worst nightmare 😭,Barnet,sexism,2022-12-06 22:22:14+00:00,51.65309,-0.2002261
france england,Camberwell,other,2022-12-06 21:49:27+00:00,51.4745706,-0.0925416
london solo moves nmissing daddy tho,Paddington,other,2022-12-06 21:45:07+00:00,51.5185075,-0.1787546
oh it’s over for u btches mostly ur ears,Hounslow,sexism,2022-12-06 21:44:02+00:00,51.4686132,-0.3613471
🤣🤣😭 this bitch is crazy,London,sexism,2022-12-06 21:08:05+00:00,36.4846239,-119.44405977174983
replying to kwilliamdirty scumbag hang him🤬🇬🇧,Romford,racism,2022-12-06 21:02:40+00:00,51.5760462,0.1822646
let’s be honest is thick as pig shit so no loss to you,Poplar,racism,2022-12-06 20:59:24+00:00,51.5110713,-0.0144629
replying to tommy🇬🇧 start listening amp doing what the voters wantfor a start stopping the invasion of the illegalsthink of all that money savingplus no more handouts to other countries deport anyone that doesnt have no right to be here 🤔😧,Romford,racism,2022-12-06 20:52:04+00:00,51.5760462,0.1822646
lock them all up torycriminals,Merton,racism,2022-12-06 20:51:16+00:00,51.41086985,-0.18809708858824303
comfy luvnnlivspup livsdoggy coco maltese fluffypup carameldog enfield enfield united kingdom,Enfield,other,2022-12-06 20:43:47+00:00,51.6520851,-0.0810175
this coming from the scumbag you truly are who hacked a dead child’s phone to papers stop with the gaslighting and pray you don’t end up on that bathroom floor with a fractured femur trashysun neverbuythesun,Lambeth,sexism,2022-12-06 20:28:18+00:00,51.4952111,-0.1163354
british media bigoted culturally ignorant talent deficient bitter entities,Barnet,other,2022-12-06 20:23:29+00:00,51.65309,-0.2002261
